"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"23.12.2020","7,0380","6,8952","7,0515","6,8811","291,61K","2,10%"
"22.12.2020","6,8934","6,8976","6,9201","6,8441","306,18K","-0,04%"
"21.12.2020","6,8960","6,8759","6,9419","6,7297","304,21K","-0,03%"
"18.12.2020","6,8982","6,8727","6,9299","6,8231","294,97K","0,41%"
"17.12.2020","6,8700","6,8682","6,9295","6,8562","262,23K","0,04%"
"16.12.2020","6,8672","6,8436","6,9380","6,8274","271,87K","0,34%"
"15.12.2020","6,8438","6,8203","6,8791","6,7976","225,73K","0,36%"
"14.12.2020","6,8194","6,7283","6,8344","6,7160","222,68K","1,81%"
"11.12.2020","6,6982","6,6821","6,7234","6,6200","255,90K","0,26%"
"10.12.2020","6,6805","6,9307","6,9365","6,6673","277,03K","-3,56%"
"09.12.2020","6,9268","6,8386","6,9459","6,8325","252,08K","1,31%"
"08.12.2020","6,8370","6,8221","6,8688","6,7428","256,58K","0,24%"
"07.12.2020","6,8204","6,9343","6,9343","6,7422","246,04K","-1,55%"
"04.12.2020","6,9277","6,9271","7,0038","6,8710","256,86K","0,03%"
"03.12.2020","6,9257","6,9714","7,0339","6,8970","282,91K","-0,67%"
"02.12.2020","6,9721","6,9887","7,0180","6,9385","247,34K","-0,17%"
"01.12.2020","6,9840","7,1051","7,1499","6,9818","258,72K","-1,67%"
"30.11.2020","7,1026","7,1151","7,2099","7,0420","255,40K","-0,17%"
"27.11.2020","7,1147","7,1280","7,1773","7,0786","217,49K","-0,17%"
"26.11.2020","7,1269","7,1217","7,1553","7,0730","178,73K","0,04%"
"25.11.2020","7,1242","7,1807","7,1938","7,0981","249,95K","-0,77%"
"24.11.2020","7,1797","7,2478","7,2808","7,1617","232,35K","-0,92%"
"23.11.2020","7,2464","7,1420","7,2573","7,1413","263,67K","1,41%"
"20.11.2020","7,1453","7,0361","7,1724","7,0163","247,47K","1,56%"
"19.11.2020","7,0355","7,1199","7,1328","7,0066","275,39K","-1,13%"
"18.11.2020","7,1160","7,0570","7,1289","7,0137","276,95K","0,87%"
"17.11.2020","7,0549","7,1458","7,1926","7,0511","277,47K","-1,24%"
"16.11.2020","7,1432","7,1927","7,2280","7,0768","272,89K","-0,75%"
"13.11.2020","7,1972","7,1603","7,2766","7,1550","277,74K","0,55%"
"12.11.2020","7,1578","7,1287","7,1979","7,0388","312,77K","0,43%"
"11.11.2020","7,1274","7,1856","7,2195","7,0920","280,70K","-0,79%"
"10.11.2020","7,1842","7,0900","7,1902","7,0701","365,91K","1,35%"
"09.11.2020","7,0888","7,0620","7,1290","6,8741","363,87K","0,44%"
"06.11.2020","7,0578","7,2631","7,3151","7,0409","349,36K","-2,81%"
"05.11.2020","7,2621","7,3573","7,4065","7,2516","329,73K","-1,25%"
"04.11.2020","7,3541","7,5180","7,5642","7,3334","310,04K","-2,16%"
"03.11.2020","7,5162","7,4191","7,5233","7,3472","249,96K","1,35%"
"02.11.2020","7,4164","7,4348","7,4394","7,3816","135,52K","-0,24%"
"30.10.2020","7,4341","7,4736","7,5212","7,4151","342,62K","-0,48%"
"29.10.2020","7,4699","7,4614","7,4981","7,4255","317,08K","0,11%"
"28.10.2020","7,4614","7,4444","7,4880","7,3899","362,62K","0,26%"
"27.10.2020","7,4417","7,3257","7,4539","7,3070","235,64K","1,62%"
"26.10.2020","7,3234","7,3321","7,3838","7,2998","253,36K","-0,02%"
"23.10.2020","7,3252","7,3151","7,3516","7,2744","257,36K","0,17%"
"22.10.2020","7,3128","7,3747","7,3781","7,2851","274,61K","-0,80%"
"21.10.2020","7,3716","7,2566","7,4005","7,2520","279,19K","1,61%"
"20.10.2020","7,2551","7,2648","7,2777","7,1775","273,29K","-0,06%"
"19.10.2020","7,2593","7,2968","7,3550","7,2297","250,03K","-0,41%"
"16.10.2020","7,2894","7,2512","7,3081","7,2193","233,06K","0,57%"
"15.10.2020","7,2481","7,2755","7,3001","7,2157","283,75K","-0,37%"
"14.10.2020","7,2747","7,2049","7,3051","7,1645","265,39K","0,99%"
"13.10.2020","7,2033","7,2285","7,3034","7,1929","282,00K","-0,31%"
"12.10.2020","7,2254","7,2066","7,2376","7,1936","123,92K","0,11%"
"09.10.2020","7,2173","7,2438","7,2654","7,1665","275,90K","-0,31%"
"08.10.2020","7,2398","7,2491","7,2909","7,2117","297,61K","-0,09%"
"07.10.2020","7,2466","7,2052","7,2768","7,1474","316,35K","0,62%"
"06.10.2020","7,2020","7,2362","7,2519","7,1133","322,55K","-0,44%"
"05.10.2020","7,2338","7,3504","7,3689","7,2017","242,53K","-1,64%"
"02.10.2020","7,3542","7,2769","7,3657","7,2450","336,61K","1,11%"
"01.10.2020","7,2735","7,2495","7,3190","7,1923","327,77K","0,34%"
"30.09.2020","7,2485","7,2485","7,3190","7,2123","341,49K","0,03%"
"29.09.2020","7,2464","7,2639","7,2968","7,2099","309,98K","-0,24%"
"28.09.2020","7,2639","7,0912","7,2941","7,0890","283,89K","2,46%"
"25.09.2020","7,0893","7,0273","7,1063","6,9945","303,40K","0,94%"
"24.09.2020","7,0233","7,1204","7,1659","7,0023","353,93K","-1,32%"
"23.09.2020","7,1171","6,9678","7,1260","6,9354","299,86K","2,20%"
"22.09.2020","6,9639","6,9369","6,9928","6,8836","295,52K","0,40%"
"21.09.2020","6,9363","6,9655","7,0633","6,8911","274,42K","-0,30%"
"18.09.2020","6,9573","6,7979","6,9783","6,7806","298,45K","2,37%"
"17.09.2020","6,7960","6,7924","6,8335","6,7469","305,86K","0,08%"
"16.09.2020","6,7907","6,8008","6,8545","6,7652","271,30K","-0,09%"
"15.09.2020","6,7971","6,7715","6,8249","6,7274","239,03K","0,41%"
"14.09.2020","6,7693","6,8060","6,8683","6,7628","202,50K","-0,52%"
"11.09.2020","6,8045","6,8122","6,8470","6,7307","257,85K","-0,12%"
"10.09.2020","6,8125","6,9021","6,9215","6,7751","267,86K","-1,27%"
"09.09.2020","6,9001","6,9613","6,9690","6,8573","223,95K","-0,84%"
"08.09.2020","6,9587","6,9798","7,0437","6,9011","266,63K","-0,27%"
"07.09.2020","6,9773","7,0349","7,0407","6,9641","90,19K","-0,88%"
"04.09.2020","7,0393","7,0292","7,0683","6,9427","272,98K","0,18%"
"03.09.2020","7,0270","7,1315","7,1350","7,0001","283,00K","-1,44%"
"02.09.2020","7,1296","7,2221","7,2481","7,1193","238,85K","-1,25%"
"01.09.2020","7,2198","7,3419","7,4058","7,1437","230,40K","-1,66%"
"31.08.2020","7,3415","7,1855","7,3526","7,1677","205,25K","2,07%"
"28.08.2020","7,1926","7,3531","7,4181","7,1891","252,33K","-2,15%"
"27.08.2020","7,3507","7,4064","7,4198","7,3258","272,83K","-0,75%"
"26.08.2020","7,4064","7,2450","7,4464","7,2303","214,14K","2,24%"
"25.08.2020","7,2438","7,3331","7,3745","7,2384","211,50K","-1,15%"
"24.08.2020","7,3283","7,3538","7,3864","7,2839","188,29K","-0,35%"
"21.08.2020","7,3538","7,3443","7,3791","7,2823","238,07K","0,17%"
"20.08.2020","7,3416","7,2787","7,4455","7,2604","266,99K","0,86%"
"19.08.2020","7,2792","7,2386","7,2867","7,1800","229,73K","0,60%"
"18.08.2020","7,2361","7,2172","7,3017","7,1528","209,26K","0,25%"
"17.08.2020","7,2179","7,0950","7,2276","7,0732","198,94K","1,77%"
"14.08.2020","7,0921","7,0152","7,1263","7,0043","220,76K","1,12%"
"13.08.2020","7,0135","7,0859","7,1287","6,9862","228,68K","-0,99%"
"12.08.2020","7,0837","7,0229","7,1609","6,9995","214,82K","0,91%"
"11.08.2020","7,0198","7,1643","7,1990","7,0205","236,02K","-2,01%"
"10.08.2020","7,1639","7,0931","7,1778","6,9980","201,52K","0,94%"
"07.08.2020","7,0975","7,0139","7,1002","6,9710","213,29K","1,27%"
"06.08.2020","7,0088","6,9394","7,0634","6,9377","219,95K","1,04%"
"05.08.2020","6,9365","6,9174","6,9820","6,8771","209,37K","0,32%"
"04.08.2020","6,9142","6,9577","6,9878","6,8923","215,60K","-0,60%"
"03.08.2020","6,9560","6,8375","6,9760","6,7910","206,38K","1,78%"
"31.07.2020","6,8346","6,7493","6,8737","6,7395","245,66K","1,29%"
"30.07.2020","6,7473","6,7190","6,7912","6,6926","246,95K","0,45%"
"29.07.2020","6,7174","6,6646","6,7329","6,6399","227,53K","0,81%"
"28.07.2020","6,6632","6,6336","6,7178","6,6047","230,54K","0,55%"
"27.07.2020","6,6269","6,6911","6,7380","6,6186","223,07K","-0,99%"
"24.07.2020","6,6934","6,6405","6,7027","6,6032","276,98K","0,83%"
"23.07.2020","6,6385","6,5186","6,6556","6,4934","280,84K","1,90%"
"22.07.2020","6,5145","6,5847","6,6068","6,4728","237,53K","-1,02%"
"21.07.2020","6,5815","6,7470","6,7772","6,5812","246,74K","-2,43%"
"20.07.2020","6,7456","6,7656","6,8105","6,7400","208,85K","-0,30%"
"17.07.2020","6,7661","6,6919","6,7779","6,6667","203,28K","1,14%"
"16.07.2020","6,6900","6,7596","6,7702","6,6617","236,31K","-0,97%"
"15.07.2020","6,7552","6,7387","6,7874","6,6838","241,02K","0,30%"
"14.07.2020","6,7350","6,7845","6,8334","6,6933","272,34K","-0,72%"
"13.07.2020","6,7836","6,7147","6,7909","6,6926","216,51K","0,97%"
"10.07.2020","6,7186","6,7352","6,7998","6,7079","239,92K","-0,20%"
"09.07.2020","6,7320","6,7390","6,7877","6,6379","261,51K","-0,07%"
"08.07.2020","6,7365","6,7467","6,7792","6,6716","236,12K","-0,13%"
"07.07.2020","6,7453","6,6895","6,7674","6,6467","229,54K","0,87%"
"06.07.2020","6,6874","6,6352","6,6964","6,5803","203,49K","0,78%"
"03.07.2020","6,6357","6,6824","6,7008","6,6173","184,74K","-0,68%"
"02.07.2020","6,6813","6,6353","6,7021","6,5855","249,85K","0,76%"
"01.07.2020","6,6308","6,7784","6,7864","6,6107","224,72K","-2,16%"
"30.06.2020","6,7774","6,6455","6,7996","6,6228","236,70K","2,01%"
"29.06.2020","6,6440","6,7694","6,7971","6,6255","251,80K","-1,77%"
"26.06.2020","6,7634","6,6532","6,7773","6,6366","269,20K","1,72%"
"25.06.2020","6,6491","6,6418","6,6786","6,5451","285,58K","0,15%"
"24.06.2020","6,6390","6,4528","6,6508","6,4229","294,98K","2,89%"
"23.06.2020","6,4525","6,5461","6,5739","6,4283","254,67K","-1,41%"
"22.06.2020","6,5450","6,5637","6,6056","6,4644","255,02K","-0,25%"
"19.06.2020","6,5617","6,6852","6,6991","6,5378","286,32K","-1,80%"
"18.06.2020","6,6817","6,5654","6,6937","6,5189","289,01K","1,79%"
"17.06.2020","6,5640","6,5960","6,6079","6,5066","292,80K","-0,45%"
"16.06.2020","6,5938","6,4988","6,6073","6,3870","335,20K","1,48%"
"15.06.2020","6,4977","6,3302","6,5609","6,2913","308,98K","2,59%"
"12.06.2020","6,3337","6,2706","6,4486","6,2428","348,45K","1,02%"
"11.06.2020","6,2698","6,3409","6,3446","6,2632","166,45K","-1,09%"
"10.06.2020","6,3387","6,2394","6,3454","6,1898","290,91K","1,66%"
"09.06.2020","6,2354","6,1370","6,2741","6,0851","256,57K","1,62%"
"08.06.2020","6,1358","6,2888","6,3134","6,1291","233,45K","-2,28%"
"05.06.2020","6,2789","6,4548","6,4958","6,2702","259,14K","-2,61%"
"04.06.2020","6,4469","6,3676","6,4777","6,3119","268,70K","1,28%"
"03.06.2020","6,3653","6,5282","6,5593","6,3194","263,29K","-2,48%"
"02.06.2020","6,5272","6,7069","6,7498","6,5233","233,69K","-2,58%"
"01.06.2020","6,6998","6,5844","6,7607","6,5756","226,55K","1,71%"
"29.05.2020","6,5869","6,6604","6,7590","6,5584","261,61K","-1,06%"
"28.05.2020","6,6573","6,4668","6,6676","6,4524","250,91K","3,06%"
"27.05.2020","6,4598","6,5927","6,6050","6,4520","243,91K","-1,99%"
"26.05.2020","6,5909","6,6396","6,7193","6,5813","236,18K","-0,66%"
"25.05.2020","6,6344","6,7400","6,7480","6,6235","147,07K","-1,47%"
"22.05.2020","6,7331","6,7881","6,8475","6,7214","234,65K","-0,75%"
"21.05.2020","6,7841","6,9686","6,9767","6,7802","205,94K","-2,63%"
"20.05.2020","6,9671","7,0527","7,0671","6,9392","211,80K","-1,16%"
"19.05.2020","7,0492","6,9751","7,0623","6,9522","225,93K","1,13%"
"18.05.2020","6,9707","7,0752","7,1188","6,9397","187,70K","-1,65%"
"15.05.2020","7,0874","7,1057","7,1444","7,0034","247,70K","-0,25%"
"14.05.2020","7,1051","7,2004","7,2847","7,0961","261,67K","-1,28%"
"13.05.2020","7,1970","7,2167","7,2650","7,1666","227,44K","-0,25%"
"12.05.2020","7,2152","7,1807","7,2300","7,0867","219,88K","0,56%"
"11.05.2020","7,1748","7,1122","7,2042","7,0458","198,24K","0,89%"
"08.05.2020","7,1116","7,2109","7,4208","7,0929","218,77K","-1,33%"
"07.05.2020","7,2073","7,0550","7,2480","7,0361","235,00K","2,21%"
"06.05.2020","7,0516","6,9390","7,0627","6,8953","179,71K","1,67%"
"05.05.2020","6,9355","6,9008","6,9721","6,8278","181,30K","0,53%"
"04.05.2020","6,8991","6,8571","6,9840","6,8053","180,43K","0,59%"
"01.05.2020","6,8586","6,9138","6,9157","6,8481","123,79K","-0,71%"
"30.04.2020","6,9077","6,6535","6,9120","6,6319","228,75K","3,91%"
"29.04.2020","6,6477","6,8362","6,8730","6,6507","224,99K","-2,69%"
"28.04.2020","6,8314","7,0293","7,0786","6,8087","228,69K","-2,76%"
"27.04.2020","7,0251","6,9161","7,1125","6,8859","218,75K","1,61%"
"24.04.2020","6,9140","6,8328","7,0997","6,8053","251,43K","1,16%"
"23.04.2020","6,8350","6,7319","6,8608","6,6632","253,61K","1,55%"
"22.04.2020","6,7308","6,5367","6,7383","6,5256","209,28K","2,99%"
"21.04.2020","6,5353","6,6133","6,6200","6,5113","125,19K","-1,15%"
"20.04.2020","6,6114","6,5398","6,6249","6,5117","195,62K","1,02%"
"17.04.2020","6,5449","6,5195","6,5975","6,4936","204,58K","0,41%"
"16.04.2020","6,5181","6,5552","6,5810","6,4989","209,28K","-0,54%"
"15.04.2020","6,5532","6,5144","6,5993","6,4468","202,53K","0,57%"
"14.04.2020","6,5161","6,5082","6,5757","6,4742","193,76K","0,20%"
"13.04.2020","6,5029","6,3651","6,5153","6,3582","159,79K","2,27%"
"10.04.2020","6,3584","6,3626","6,3782","6,3552","59,27K","-0,04%"
"09.04.2020","6,3608","6,3459","6,3979","6,2883","224,19K","0,25%"
"08.04.2020","6,3452","6,4446","6,5014","6,3257","211,92K","-1,43%"
"07.04.2020","6,4375","6,4598","6,5327","6,4002","242,58K","-0,42%"
"06.04.2020","6,4646","6,5613","6,5952","6,4149","213,45K","-1,45%"
"03.04.2020","6,5598","6,5113","6,5704","6,4454","220,56K","0,70%"
"02.04.2020","6,5145","6,4976","6,5493","6,4869","229,88K","0,29%"
"01.04.2020","6,4959","6,4697","6,5454","6,4180","201,88K","0,51%"
"31.03.2020","6,4631","6,4482","6,4783","6,3635","219,49K","0,23%"
"30.03.2020","6,4484","6,3424","6,4558","6,2820","202,59K","1,51%"
"27.03.2020","6,3522","6,1300","6,3791","6,0940","262,49K","3,65%"
"26.03.2020","6,1285","5,9865","6,1398","5,9287","251,36K","2,47%"
"25.03.2020","5,9808","5,9970","6,1074","5,8750","239,65K","-0,22%"
"24.03.2020","5,9941","5,9413","6,0645","5,9113","217,82K","0,90%"
"23.03.2020","5,9408","5,9048","5,9557","5,8042","209,26K","0,80%"
"20.03.2020","5,8935","5,8534","6,0538","5,7860","226,71K","0,70%"
"19.03.2020","5,8524","5,9323","6,0816","5,8400","226,90K","-1,30%"
"18.03.2020","5,9296","6,0384","6,1786","5,8880","197,92K","-1,75%"
"17.03.2020","6,0351","6,1356","6,1381","5,9970","250,31K","-1,60%"
"16.03.2020","6,1332","5,9702","6,2136","5,9542","231,24K","2,83%"
"13.03.2020","5,9642","6,0250","6,0499","5,7849","254,97K","-0,97%"
"12.03.2020","6,0228","6,1720","6,4097","5,9884","191,54K","-2,40%"
"11.03.2020","6,1710","5,9925","6,1912","5,9633","218,62K","2,99%"
"10.03.2020","5,9916","6,2034","6,2050","5,9785","217,14K","-3,39%"
"09.03.2020","6,2019","6,0371","6,2782","6,0297","218,92K","2,74%"
"06.03.2020","6,0367","5,9687","6,0785","5,9636","233,29K","1,07%"
"05.03.2020","5,9729","5,9018","6,0410","5,8961","199,96K","1,23%"
"04.03.2020","5,9005","5,7842","5,9035","5,7625","178,97K","2,03%"
"03.03.2020","5,7829","5,7058","5,7868","5,6989","224,56K","1,37%"
"02.03.2020","5,7048","5,7262","5,7621","5,7033","195,86K","-0,52%"
"28.02.2020","5,7348","5,7807","5,8091","5,7117","246,69K","-0,78%"
"27.02.2020","5,7799","5,7465","5,7991","5,7220","241,90K","0,66%"
"26.02.2020","5,7421","5,7072","5,7497","5,6681","184,76K","0,63%"
"25.02.2020","5,7059","5,6767","5,7132","5,6668","120,63K","0,58%"
"24.02.2020","5,6730","5,6905","5,6929","5,6549","115,99K","-0,35%"
"21.02.2020","5,6927","5,6606","5,7046","5,6575","153,25K","0,61%"
"20.02.2020","5,6581","5,6409","5,6679","5,6074","161,73K","0,34%"
"19.02.2020","5,6390","5,6619","5,6846","5,6328","138,04K","-0,40%"
"18.02.2020","5,6615","5,6284","5,6768","5,6136","138,16K","0,60%"
"17.02.2020","5,6277","5,6029","5,6343","5,5915","111,97K","0,38%"
"14.02.2020","5,6064","5,6773","5,6836","5,5939","157,12K","-1,20%"
"13.02.2020","5,6743","5,6446","5,7113","5,6085","177,67K","0,54%"
"12.02.2020","5,6438","5,6103","5,6457","5,6086","144,80K","0,60%"
"11.02.2020","5,6099","5,5859","5,6256","5,5574","158,15K","0,45%"
"10.02.2020","5,5846","5,5725","5,6019","5,5603","156,11K","0,27%"
"07.02.2020","5,5693","5,5373","5,5985","5,5329","164,28K","0,60%"
"06.02.2020","5,5360","5,5060","5,5395","5,4540","169,60K","0,55%"
"05.02.2020","5,5059","5,5441","5,5621","5,4987","142,93K","-0,67%"
"04.02.2020","5,5432","5,5205","5,5581","5,4967","145,24K","0,44%"
"03.02.2020","5,5189","5,6602","5,6602","5,5052","147,72K","-2,35%"
"31.01.2020","5,6518","5,5585","5,6634","5,5519","177,23K","1,73%"
"30.01.2020","5,5558","5,5082","5,5989","5,4900","178,13K","0,87%"
"29.01.2020","5,5079","5,4647","5,5093","5,4387","146,89K","0,81%"
"28.01.2020","5,4639","5,4943","5,4980","5,4447","154,28K","-0,51%"
"27.01.2020","5,4919","5,4675","5,5251","5,4608","160,33K","0,44%"
"24.01.2020","5,4676","5,4727","5,4944","5,4500","157,14K","-0,08%"
"23.01.2020","5,4719","5,4971","5,5019","5,4503","123,61K","-0,44%"
"22.01.2020","5,4959","5,4977","5,5191","5,4794","143,14K","-0,01%"
"21.01.2020","5,4966","5,4528","5,5050","5,4450","141,30K","0,85%"
"20.01.2020","5,4505","5,4114","5,4532","5,3994","118,28K","0,69%"
"17.01.2020","5,4134","5,4741","5,4904","5,4127","158,57K","-1,07%"
"16.01.2020","5,4719","5,4443","5,4894","5,4331","173,53K","0,53%"
"15.01.2020","5,4429","5,3811","5,4538","5,3668","151,49K","1,19%"
"14.01.2020","5,3790","5,3868","5,4072","5,3627","154,41K","-0,11%"
"13.01.2020","5,3848","5,3477","5,3884","5,3010","150,55K","0,67%"
"10.01.2020","5,3490","5,3478","5,3602","5,3079","150,19K","0,04%"
"09.01.2020","5,3469","5,3246","5,3491","5,2828","153,64K","0,43%"
"08.01.2020","5,3239","5,3391","5,3575","5,2929","169,42K","-0,26%"
"07.01.2020","5,3379","5,3488","5,3693","5,3231","142,27K","-0,19%"
"06.01.2020","5,3479","5,3179","5,3619","5,3132","126,74K","0,49%"
"03.01.2020","5,3219","5,2895","5,3246","5,2541","150,82K","0,57%"
"02.01.2020","5,2918","5,3278","5,3328","5,2775","121,01K","-0,66%"
"01.01.2020","5,3268","5,3302","5,3363","5,3206","9,90K","-0,10%"
"31.12.2019","5,3320","5,2722","5,3399","5,2681","108,65K","1,17%"
"30.12.2019","5,2702","5,2848","5,3164","5,2530","119,46K","-0,37%"
"27.12.2019","5,2900","5,2696","5,3244","5,2602","112,39K","0,39%"
"26.12.2019","5,2692","5,2930","5,3089","5,2467","123,37K","-0,43%"
"25.12.2019","5,2920","5,2869","5,3050","5,2765","34,43K","0,12%"
"24.12.2019","5,2854","5,2822","5,2973","5,2730","108,05K","0,09%"
"23.12.2019","5,2809","5,3306","5,3470","5,2432","125,68K","-0,99%"
"20.12.2019","5,3337","5,2945","5,3420","5,2853","143,50K","0,77%"
"19.12.2019","5,2931","5,3144","5,3418","5,2782","138,55K","-0,37%"
"18.12.2019","5,3128","5,3460","5,3488","5,2902","137,11K","-0,61%"
"17.12.2019","5,3452","5,4162","5,4201","5,3243","128,42K","-1,29%"
"16.12.2019","5,4153","5,4788","5,5146","5,4085","138,44K","-1,07%"
"13.12.2019","5,4739","5,3866","5,5293","5,3835","193,09K","1,67%"
"12.12.2019","5,3839","5,4449","5,4560","5,3365","178,59K","-1,04%"
"11.12.2019","5,4405","5,4562","5,4577","5,3993","142,84K","-0,26%"
"10.12.2019","5,4546","5,4478","5,4812","5,4399","118,22K","0,19%"
"09.12.2019","5,4441","5,4413","5,4722","5,4244","121,22K","0,09%"
"06.12.2019","5,4393","5,5075","5,5114","5,4300","141,06K","-1,21%"
"05.12.2019","5,5062","5,5143","5,5485","5,4965","136,74K","-0,13%"
"04.12.2019","5,5133","5,4655","5,5187","5,4592","141,89K","0,89%"
"03.12.2019","5,4648","5,4640","5,4907","5,4401","134,38K","0,03%"
"02.12.2019","5,4629","5,4727","5,4947","5,4458","139,59K","-0,29%"
"29.11.2019","5,4789","5,4103","5,4908","5,3953","141,55K","1,28%"
"28.11.2019","5,4097","5,5093","5,5229","5,4086","148,90K","-1,80%"
"27.11.2019","5,5090","5,4469","5,5106","5,4297","137,86K","1,17%"
"26.11.2019","5,4453","5,4522","5,4992","5,4317","161,93K","-0,11%"
"25.11.2019","5,4515","5,3927","5,4594","5,3882","138,95K","1,26%"
"22.11.2019","5,3837","5,4156","5,4216","5,3582","146,84K","-0,57%"
"21.11.2019","5,4144","5,4233","5,4627","5,4022","162,94K","-0,13%"
"20.11.2019","5,4214","5,4209","5,4261","5,4037","97,08K","0,03%"
"19.11.2019","5,4197","5,4640","5,4711","5,4169","142,83K","-0,79%"
"18.11.2019","5,4628","5,4154","5,4672","5,3966","133,42K","0,94%"
"15.11.2019","5,4120","5,4040","5,4212","5,3986","99,34K","0,16%"
"14.11.2019","5,4035","5,3594","5,4089","5,3451","151,54K","0,84%"
"13.11.2019","5,3583","5,3548","5,3816","5,3424","139,27K","0,10%"
"12.11.2019","5,3527","5,3370","5,3797","5,3157","152,29K","0,30%"
"11.11.2019","5,3365","5,3200","5,3723","5,3146","123,38K","0,38%"
"08.11.2019","5,3165","5,2540","5,3321","5,2466","158,17K","1,19%"
"07.11.2019","5,2538","5,2483","5,2610","5,1823","184,34K","0,10%"
"06.11.2019","5,2488","5,1458","5,2654","5,1196","148,14K","2,03%"
"05.11.2019","5,1444","5,1737","5,1899","5,1270","149,12K","-0,54%"
"04.11.2019","5,1724","5,1642","5,1779","5,1371","135,96K","0,23%"
"01.11.2019","5,1603","5,1998","5,2142","5,1392","164,81K","-0,73%"
"31.10.2019","5,1985","5,1513","5,2278","5,1380","169,00K","0,94%"
"30.10.2019","5,1501","5,1458","5,1901","5,1342","153,25K","0,13%"
"29.10.2019","5,1434","5,1344","5,1607","5,1100","148,17K","0,22%"
"28.10.2019","5,1322","5,1355","5,1476","5,1042","132,11K","0,00%"
"25.10.2019","5,1321","5,1939","5,1975","5,1230","150,12K","-1,14%"
"24.10.2019","5,1915","5,2148","5,2251","5,1302","171,77K","-0,35%"
"23.10.2019","5,2099","5,2543","5,2710","5,1982","172,63K","-0,84%"
"22.10.2019","5,2540","5,3517","5,3623","5,2425","173,66K","-1,79%"
"21.10.2019","5,3497","5,3158","5,3865","5,2938","158,25K","0,30%"
"18.10.2019","5,3335","5,3678","5,3785","5,3121","184,58K","-0,60%"
"17.10.2019","5,3659","5,3265","5,3911","5,2856","203,07K","0,77%"
"16.10.2019","5,3251","5,3460","5,3727","5,2899","176,28K","-0,38%"
"15.10.2019","5,3452","5,2025","5,3469","5,1988","170,41K","2,76%"
"14.10.2019","5,2015","5,1845","5,2157","5,1494","142,96K","0,10%"
"11.10.2019","5,1963","5,1115","5,2210","5,0994","200,60K","1,66%"
"10.10.2019","5,1115","5,0171","5,1446","5,0042","189,23K","1,93%"
"09.10.2019","5,0145","5,0040","5,0328","4,9829","142,84K","0,25%"
"08.10.2019","5,0019","5,0484","5,0523","4,9745","155,86K","-0,90%"
"07.10.2019","5,0473","4,9995","5,0520","4,9836","121,96K","0,95%"
"04.10.2019","4,9997","5,0368","5,0476","4,9799","157,04K","-0,68%"
"03.10.2019","5,0338","5,0792","5,1130","5,0310","166,17K","-0,88%"
"02.10.2019","5,0783","5,1172","5,1392","5,0749","155,81K","-0,76%"
"01.10.2019","5,1171","5,1070","5,1385","5,0943","160,48K","0,21%"
"30.09.2019","5,1066","5,1125","5,1429","5,0883","137,99K","-0,10%"
"27.09.2019","5,1117","5,1396","5,1473","5,1013","159,04K","-0,53%"
"26.09.2019","5,1391","5,1237","5,1435","5,0915","170,78K","0,33%"
"25.09.2019","5,1220","5,2021","5,2046","5,1193","158,07K","-1,47%"
"24.09.2019","5,1986","5,1751","5,2259","5,1677","160,36K","0,47%"
"23.09.2019","5,1741","5,1725","5,2022","5,1523","128,99K","-0,01%"
"20.09.2019","5,1745","5,2215","5,2446","5,1695","184,43K","-0,83%"
"19.09.2019","5,2179","5,1279","5,2213","5,1130","171,25K","1,81%"
"18.09.2019","5,1251","5,0978","5,1364","5,0719","166,77K","0,57%"
"17.09.2019","5,0962","5,0715","5,1290","5,0570","165,62K","0,52%"
"16.09.2019","5,0700","5,1062","5,1129","5,0602","158,28K","-0,69%"
"13.09.2019","5,1050","5,0090","5,1165","5,0047","168,75K","1,96%"
"12.09.2019","5,0070","5,0138","5,0269","4,9476","187,06K","-0,12%"
"11.09.2019","5,0131","5,0389","5,0519","4,9962","159,45K","-0,49%"
"10.09.2019","5,0380","5,0564","5,1089","5,0360","172,53K","-0,32%"
"09.09.2019","5,0544","4,9987","5,0659","4,9700","163,76K","1,38%"
"06.09.2019","4,9857","5,0662","5,0710","4,9861","188,79K","-1,57%"
"05.09.2019","5,0650","5,0174","5,0752","4,9995","195,77K","0,97%"
"04.09.2019","5,0161","5,0364","5,0922","4,9939","185,94K","-0,40%"
"03.09.2019","5,0360","5,0525","5,0647","4,9952","193,98K","-0,29%"
"02.09.2019","5,0505","5,0363","5,0553","4,9981","126,67K","0,29%"
"30.08.2019","5,0361","5,0775","5,0858","5,0104","193,96K","-0,88%"
"29.08.2019","5,0806","5,0897","5,1020","5,0539","201,72K","-0,15%"
"28.08.2019","5,0883","5,0771","5,0943","5,0163","197,63K","0,27%"
"27.08.2019","5,0745","5,0784","5,1547","5,0615","203,33K","-0,06%"
"26.08.2019","5,0773","5,0493","5,0938","5,0219","183,04K","0,38%"
"23.08.2019","5,0582","4,9869","5,0756","4,9621","251,75K","1,44%"
"22.08.2019","4,9862","4,8838","5,0026","4,8742","195,05K","2,12%"
"21.08.2019","4,8829","4,9341","4,9361","4,8694","186,87K","-0,99%"
"20.08.2019","4,9316","4,9409","4,9466","4,8823","193,22K","-0,16%"
"19.08.2019","4,9397","4,8636","4,9479","4,8325","176,14K","1,51%"
"16.08.2019","4,8662","4,8241","4,8689","4,8203","166,15K","0,91%"
